id,titol,data_inici,data_fi,hora,lloc,municipi,comarca,categoria,descripcio_ca,descripcio_fr,associacio,imatge_url,font_url,estat,data_entrada
2026-09-19-les-caves-byrrh-per-les-jornades-del-pat,Les Caves Byrrh per les Jornades del Patrimoni,2026-09-19,2026-09-20,09:30,Les Caves Byrrh,Tuïr,Rosselló,Patrimoni i tradicions,"Les Caves Byrrh de Tuïr obren en visita lliure per les Jornades Europees del Patrimoni. Es pot descobrir la seva arquitectura, única al territori, i entrar en la història industrial local. Les visites són gratuïtes i sense reserva.","Les Caves Byrrh de Thuir ouvrent en visite libre pour les Journées européennes du patrimoine. On peut y découvrir leur architecture, unique sur le territoire, et entrer dans l’histoire industrielle locale. Les visites sont gratuites et sans réservation.",Les Caves Byrrh,,https://aspres-thuir.com/evenement/caves-byrrh-journees-du-patrimoine-2026/,pendent,2026-08-20T12:00:00Z
2026-09-19-visita-lliure-de-les-muralles-de-vilafra,Visita lliure de les muralles de Vilafranca de Conflent,2026-09-19,2026-09-20,10:00,Remparts de Villefranche-de-Conflent,Vilafranca de Conflent,Conflent,Patrimoni i tradicions,"Per les Jornades Europees del Patrimoni, les muralles de Vilafranca de Conflent obren excepcionalment en visita lliure i gratuïta. Es poden recórrer els camins de ronda i mirar el paisatge des de les garites. Al llarg del recorregut hi ha diverses exposicions.","À l’occasion des Journées européennes du patrimoine, les remparts de Villefranche-de-Conflent ouvrent exceptionnellement en visite libre et gratuite. On peut parcourir les chemins de ronde et regarder le paysage depuis les échauguettes. Plusieurs expositions jalonnent le parcours.",Mairie de Villefranche-de-Conflent,https://cdt66.media.tourinsoft.eu/upload/JEP-2026.jpg,https://www.tourisme-pyreneesorientales.com/agenda/visite-libre-des-remparts-de-villefranche-de-conflent-villefranche-de-conflent-fr-6727504/,pendent,2026-08-20T12:00:00Z
2026-09-22-conferencia-artistes-a-la-vora-de-la-med,Conferència: artistes a la vora de la Mediterrània,2026-09-22,2026-09-22,18:00,Maison de l’Eau et de la Méditerranée,El Voló,Vallespir,Conferència,"Pauline raconte l’art proposa una conferència sobre els artistes fascinats pels paisatges mediterranis. La trobada es fa a la Maison de l’Eau et de la Méditerranée del Voló. Una manera accessible d’acostar-se a l’art, entre mar, llum i creació.","Pauline raconte l’art propose une conférence sur les artistes fascinés par les paysages méditerranéens. La rencontre a lieu à la Maison de l’Eau et de la Méditerranée du Boulou. Une manière accessible de s’approcher de l’art, entre mer, lumière et création.",Maison de l’Eau et de la Méditerranée / Pauline raconte l’art,https://cdt66.media.tourinsoft.eu/upload/Affiche---Conference-22-Sept---Pauline-raconte-l-art-MEM-2026.jpg,https://www.vallespir-tourisme.fr/offres/conference-des-artistes-en-bord-de-mediterranee-le-boulou-fr-6410734/,pendent,2026-08-20T12:00:00Z
2026-09-26-festival-de-la-mar,Festival de la Mar,2026-09-26,2026-09-26,09:00,Maison de l’Eau et de la Méditerranée,El Voló,Vallespir,Conferència,"La Maison de l’Eau et de la Méditerranée dedica una jornada a donar a conèixer les estructures i els oficis lligats a la mar. Diverses associacions locals compromeses amb el desenvolupament sostenible i l’educació ambiental hi tenen parades i tallers, per a petits i grans. Entrada gratuïta.","La Maison de l’Eau et de la Méditerranée consacre une journée à faire connaître les structures et les métiers liés à la mer. Plusieurs associations locales engagées dans le développement durable et l’éducation à l’environnement y tiennent des stands et des ateliers, pour les petits et les grands. Entrée gratuite.",Maison de l’Eau et de la Méditerranée (MEM),https://cdt66.media.tourinsoft.eu/upload/26-sep-AFFICHE-FESTIVAL-DE-LA-MER.jpg,https://www.mairie-leboulou.fr/agenda/47381/3454-festival-de-la-mer-2026.htm,pendent,2026-08-20T12:00:00Z
2026-09-26-octubre-festa,Octubre Festa,2026-09-26,2026-09-27,14:00,Parc des Expositions,Perpinyà,Rosselló,Patrimoni i tradicions,"El Parc d’Exposicions de Perpinyà acull la festa de la cervesa de la ciutat. S’hi poden descobrir les cerveseries artesanes catalanes, els seus oficis i les seves creacions. El programa combina gastronomia, música i animacions.","Le Parc des Expositions de Perpignan accueille la fête de la bière de la ville. On peut y découvrir les brasseries artisanales catalanes, leurs savoir-faire et leurs créations. Le programme mêle gastronomie, musique et animations.",,https://cdt66.media.tourinsoft.eu/upload/Octubre-Festa.jpg,https://www.perpignanmediterranee-tourisme.com/agenda/octubre-festa/,pendent,2026-08-20T12:00:00Z
2026-10-03-5es-jornades-dhistoria-nacional-dels-fet,5es Jornades d’Història Nacional: dels Fets de Prats de Molló a la Constitució de l’Havana,2026-10-03,2026-10-04,16:00,CIAP La Verneda,Prats de Molló,Vallespir,Conferència,L’Associació Amics de la Casa Macià organitza dos dies de jornades d’història al CIAP La Verneda. El fil conductor va dels Fets de Prats de Molló a la Constitució de l’Havana. Cal inscripció prèvia.,L’association des Amis de la Casa Macià organise deux journées d’histoire au CIAP La Verneda. Le fil conducteur va des Faits de Prats-de-Mollo à la Constitution de La Havane. Inscription préalable requise.,Associació Amics de la Casa Macià,https://www.casamacia.cat/wp-content/uploads/2026/01/jornades-2026.png,https://www.casamacia.cat/jornades-historia-2026/,pendent,2026-08-20T12:00:00Z
2026-10-03-tast-de-vins-i-dinar-per-la-casa-macia,Tast de vins i dinar per la Casa Macià,2026-10-03,2026-10-03,12:00,Casa Macià (Vil·la Denise),Prats de Molló,Vallespir,Patrimoni i tradicions,"L’Associació Amics de la Casa Macià proposa un tast de vins acompanyat d’un dinar a la Vil·la Denise. És més que un àpat: sensacions, aromes, sabors, matisos, històries i bones converses. Places limitades amb reserva.","L’association des Amis de la Casa Macià propose une dégustation de vins accompagnée d’un repas à la Villa Denise. C’est plus qu’un repas : sensations, arômes, saveurs, nuances, histoires et bonnes conversations. Places limitées sur réservation.",Associació Amics de la Casa Macià,https://www.casamacia.cat/wp-content/uploads/2026/08/Tast-de-vins.jpg,https://www.casamacia.cat/tast-de-vins-i-dinar-per-la-casa-macia/,pendent,2026-08-20T12:00:00Z
2026-10-03-carnets-de-cerdanya-2a-trobada-transfron,Carnets de Cerdanya: 2a trobada transfronterera del croquis,2026-10-03,2026-10-03,,Musée de Cerdagne - Ferme Cal Mateu,Santa Llocaia,Cerdanya,Taller,"El Museu de Cerdanya acull la segona trobada transfronterera del croquis, en col·laboració amb els Urban Sketchers de Tolosa i de Barcelona. Al llarg del dia hi ha tallers i conferències a la granja de Cal Mateu. Una jornada per dibuixar el paisatge cerdà.","Le Musée de Cerdagne accueille la deuxième rencontre transfrontalière du croquis, en collaboration avec les Urban Sketchers de Toulouse et de Barcelone. Tout au long de la journée, des ateliers et des conférences se tiennent à la ferme Cal Mateu. Une journée pour dessiner le paysage cerdan.",Musée de Cerdagne - Ferme Cal Mateu; Dibuixem Cerdanya; Dessiner sur le vif; Urban Sketchers Toulouse,,https://www.calameo.com/read/007004164e493bf285c3c,pendent,2026-08-20T12:00:00Z
2026-10-04-festa-del-bolet,Festa del Bolet,2026-10-04,2026-10-04,10:00,Villefranche-de-Conflent,Vilafranca de Conflent,Conflent,Patrimoni i tradicions,"Vilafranca de Conflent dedica una jornada als bolets. Hi ha exposicions, descoberta de les plantes, venda i menús gastronòmics al voltant dels bolets. Una cita de tardor dins les muralles.","Villefranche-de-Conflent consacre une journée aux champignons. Au programme : expositions, découverte des plantes, vente et menus gourmands autour des champignons. Un rendez-vous d’automne à l’intérieur des remparts.",,,https://www.tourisme-canigo.com/agenda/fete-du-champignon-fmalar066v52tz1u/,pendent,2026-08-20T12:00:00Z
2026-10-07-verema-en-festa,Verema en Festa,2026-10-07,2026-10-11,,,Banyuls de la Marenda,Rosselló,Patrimoni i tradicions,"Durant cinc dies, Banyuls convida a descobrir el vinyar del Cru Banyuls i Cotlliure i els seus vinyaters. El programa reuneix tasts, palau dels terrers, animacions musicals, visites de cellers, tallers del gust, poble vinyater, exposicions, cinema, teatre i àpats de vinyater. El programa detallat es publica més endavant.","Pendant cinq jours, Banyuls invite à découvrir le vignoble du Cru Banyuls & Collioure et ses vignerons. Le programme réunit dégustations, palais des terroirs, animations musicales, visites de caves, ateliers du goût, village vigneron, expositions, cinéma, théâtre et repas vignerons. Le programme détaillé est publié ultérieurement.",Ville de Banyuls-sur-Mer / Office de Tourisme de Banyuls-sur-Mer,,https://www.vendangesenfete.fr/,pendent,2026-08-20T12:00:00Z
2026-10-07-el-llibre-vivent-de-passejada-de-lautre,El Llibre Vivent de passejada: «De l’autre côté»,2026-10-07,2026-10-07,10:00,Médiathèque Municipale,Tuïr,Rosselló,Activitat infantil,El Llibre Vivent surt de passejada pels Pirineus Orientals amb espectacles gratuïts per al públic infantil en disset municipis. La mediateca municipal de Tuïr acull la creació «De l’autre côté». Entrada gratuïta.,Le Livre Vivant part « en balade » dans les Pyrénées-Orientales avec des spectacles jeune public gratuits dans dix-sept communes. La médiathèque municipale de Thuir accueille la création « De l’autre côté ». Entrée gratuite.,Médiathèque départementale Claude Simon / Département des Pyrénées-Orientales,https://cdn-cloud.fra1.digitaloceanspaces.com/po66/wp-content/uploads/2025/09/Affiche-GENERIQUE-LVENB-A3_22juillet26.jpg,https://www.ledepartement66.fr/agenda/livre-vivant-en-balade/,pendent,2026-08-20T12:00:00Z
2026-10-09-conferencia-lart-de-la-restauracio,Conferència: l’art de la restauració,2026-10-09,2026-10-09,18:00,Salle polyvalente,Finestret,Conflent,Conferència,"L’arquitecta Caroline Serra posa una mirada experta sobre l’edificació del Conflent: materials, tècniques i tipologies locals. La trobada ajuda a entendre els reptes actuals de la conservació del patrimoni arquitectònic i la transmissió dels oficis. Reserva obligatòria.","L’architecte Caroline Serra pose un regard expert sur le bâti du Conflent : matériaux, techniques et typologies locales. La rencontre aide à comprendre les enjeux actuels de la conservation du patrimoine architectural et la transmission des savoir-faire. Réservation obligatoire.",Pays d'art et d'histoire Conflent Canigó,,https://www.tourisme-canigo.com/agenda/rendez-vous-du-pays-dart-et-dhistoire-conference-lart-de-la-restauration-fmalar066v52ybxr/,pendent,2026-08-20T12:00:00Z
2026-10-10-natura-i-patrimoni-trobada-estelada-dels,Natura i Patrimoni: trobada estelada dels Balcons Nords,2026-10-10,2026-10-10,19:00,Église Sainte-Eulalie,Arboçols,Conflent,Patrimoni i tradicions,"El Sindicat Mixt Canigó Grand Site proposa una trobada al vespre a l’església de Santa Eulàlia d’Arboçols. Forma part del seu programa anual d’animacions: sortides de natura, descobertes del patrimoni i moments compartits. Una vetllada sota les estrelles dels Balcons Nords.","Le Syndicat Mixte Canigó Grand Site propose une rencontre en soirée en l’église Sainte-Eulalie d’Arboussols. Elle fait partie de son programme annuel d’animations : sorties nature, découvertes du patrimoine et moments partagés. Une soirée sous les étoiles des Balcons Nords.",Syndicat Mixte Canigo Grand Site,,https://www.tourisme-canigo.com/agenda/nature-et-patrimoine-2026-trobada-etoilee-des-balcons-nors-fmalar066v52vuyu/,pendent,2026-08-20T12:00:00Z
2026-10-10-trumfesta-run,Trumfesta’ Run,2026-10-10,2026-10-10,16:00,Place de la mairie,Matemala,Capcir,Patrimoni i tradicions,L’associació Les Pieds sur Terre organitza una cursa atípica de set quilòmetres al voltant de Matemala. Es fa durant la Festa de la Patata i surt de la plaça de l’ajuntament a les quatre de la tarda. Una cursa pensada per fer-la amb bon humor.,L’association Les Pieds sur Terre organise une course atypique d’environ sept kilomètres autour de Matemale. Elle se déroule pendant la Fête de la Patate et part de la place de la mairie à seize heures. Une course pensée pour être faite avec bonne humeur.,Association Les Pieds sur Terre,https://matemale.fr/wp-content/uploads/formidable/12/Trumfesta-run.jpg,https://www.instagram.com/p/DZP6M00DKuL/,pendent,2026-08-20T12:00:00Z
2026-10-10-gioia,Gioia,2026-10-10,2026-10-10,18:00,Église de Saint Martin de Palaldà,Palaldà,Vallespir,Música,"El Festival Vallespir Barroc proposa un programa dedicat al poder de la música per suscitar emocions profundes. És una qüestió estudiada per autors, compositors, filòsofs i poetes, de Descartes en endavant. Concert a l’església de Sant Martí de Palaldà.","Le Festival Vallespir Barroc propose un programme consacré au pouvoir de la musique de susciter des émotions profondes. C’est une question étudiée par des auteurs, compositeurs, philosophes et poètes, depuis Descartes. Concert en l’église Saint-Martin de Palalda.",Festival Vallespir Barroc / BARROC.CAT,,https://www.vallespirbarroc.fr/copie-de-copie-de-copie-de-la-fenice-avenire,pendent,2026-08-20T12:00:00Z
2026-10-11-concert-dorgue-lorgue-dans-tous-ses-ecla,Concert d’orgue: «L’orgue dans tous ses éclats»,2026-10-11,2026-10-11,17:00,Abbaye Sainte-Marie,Arles de Tec,Vallespir,Música,Suzan Woodson toca l’orgue de l’abadia de Santa Maria d’Arles de Tec. El concert és organitzat pels Amics de l’Orgue. Entrada gratuïta.,Suzan Woodson joue l’orgue de l’abbaye Sainte-Marie d’Arles-sur-Tech. Le concert est organisé par les Amis de l’Orgue. Entrée gratuite.,Les Amis de l'Orgue,https://cdt66.media.tourinsoft.eu/upload/concert-orgue-9.jpeg,https://www.tourisme-pyreneesorientales.com/agenda/concert-dorgue-arles-sur-tech-fr-6228266/,pendent,2026-08-20T12:00:00Z
2026-10-14-jocs-de-taula-a-la-mediateca,Jocs de taula a la mediateca,2026-10-14,2026-10-14,15:00,Médiathèque d'Ille sur Têt,Illa,Rosselló,Activitat infantil,"La mediateca d’Illa proposa una nova tarda de jocs de taula, de tres a cinc. L’activitat és oberta a tots els públics i gratuïta. Una estona per jugar plegats.","La médiathèque d’Ille-sur-Têt propose un nouvel après-midi autour des jeux de société, de quinze à dix-sept heures. L’activité est ouverte à tout public et gratuite. Un moment pour jouer ensemble.",,,https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/jeux-de-societe-12/,pendent,2026-08-20T12:00:00Z
2026-10-18-jornades-medievals-de-bellestar,Jornades medievals de Bellestar,2026-10-18,2026-10-18,,Château-Musée de Bélesta,Bellestar,Rosselló,Patrimoni i tradicions,El Castell-Museu de Bellestar celebra les jornades medievals amb cants i espectacles d’època. L’historiador Michel Adroher hi fa una conferència sobre els trobadors rossellonesos. Una jornada dins els murs del castell.,Le Château-Musée de Bélesta célèbre les Journées médiévales avec chants et spectacles d’époque. L’historien Michel Adroher y donne une conférence sur les troubadours roussillonnais. Une journée dans les murs du château.,Château-Musée de Bélesta,,https://www.agly-tourisme.com/agenda/journees-medievales/,pendent,2026-08-20T12:00:00Z
2026-10-24-fira-de-sant-marti,Fira de Sant Martí,2026-10-24,2026-11-22,14:00,FIRA DE SANT MARTÍ,Perpinyà,Rosselló,Mercat,"La Fira de Sant Martí torna a Perpinyà durant prop d’un mes. S’hi troben atraccions, parades i parcs infantils, del 24 d’octubre al 22 de novembre. Una cita per venir en família o amb amics.","La Foire Saint-Martin revient à Perpignan pendant près d’un mois. On y trouve attractions, stands et parcs pour enfants, du 24 octobre au 22 novembre. Un rendez-vous pour venir en famille ou entre amis.",,https://www.mairie-perpignan.fr/sites/default/files/styles/originale/public/images/foire-saint-martin--affiche.jpg?itok=6S2YZllG,https://www.perpignantourisme.com/ca/agenda/foire-saint-martin/,pendent,2026-08-20T12:00:00Z
2026-11-04-festa-del-centenari-a-la-casa-macia,Festa del Centenari a la Casa Macià,2026-11-04,2026-11-04,07:30,Casa Macià (Vil·la Denise),Prats de Molló,Vallespir,Patrimoni i tradicions,La Casa Macià commemora el centenari de la detenció de Francesc Macià i el seu estat major a la Vil·la Denise. A dos quarts de vuit del matí hi ha pirotècnia aèria i repic de campanes. La jornada continua amb la Festa del Centenari.,La Casa Macià commémore le centenaire de l’arrestation de Francesc Macià et de son état-major à la Villa Denise. À sept heures trente ont lieu une pyrotechnie aérienne et une sonnerie de cloches. La journée se poursuit avec la Fête du Centenaire.,Associació Amics de la Casa Macià,,https://www.casamacia.cat/programa-centenari-fets-prats-mollo/,pendent,2026-08-20T12:00:00Z
2026-11-08-inauguracio-oficial-de-la-casa-macia,Inauguració oficial de la Casa Macià,2026-11-08,2026-11-08,10:00,Casa Macià (Vil·la Denise),Prats de Molló,Vallespir,Patrimoni i tradicions,"La Casa Macià s’inaugura oficialment amb parlaments institucionals i un homenatge als familiars dels conjurats. Hi ha intervencions musicals de Manel Camp al piano, Jordi Molina a la tenora i Lluís Ribalta a les percussions. S’inauguren també l’exposició permanent i l’audiovisual sobre Francesc Macià i els Fets de Prats de Molló.","La Casa Macià est officiellement inaugurée avec des allocutions institutionnelles et un hommage aux familles des conjurés. Des interventions musicales sont assurées par Manel Camp au piano, Jordi Molina à la tenora et Lluís Ribalta aux percussions. Sont également inaugurées l’exposition permanente et l’audiovisuel sur Francesc Macià et les Faits de Prats-de-Mollo.",Associació Amics de la Casa Macià,,https://www.casamacia.cat/programa-centenari-fets-prats-mollo/,pendent,2026-08-20T12:00:00Z
2026-11-28-fira-de-sant-andreu,Fira de Sant Andreu,2026-11-28,2026-11-29,,FOIRE SAINT ANDRÉ,Vinçà,Conflent,Mercat,"Cada any, durant tot un cap de setmana, Vinçà acull la fira de Sant Andreu amb productors i artesans locals. És també una ocasió de retrobar les tradicions catalanes, amb sardanes, correfocs i castellers. Dos dies de trobada al poble.","Chaque année, pendant tout un week-end, Vinça accueille la foire Saint-André avec des producteurs et artisans locaux. C’est aussi l’occasion de retrouver les traditions catalanes, avec sardanes, correfocs et castellers. Deux jours de rencontre au village.",Commune de Vinça,,https://www.tourisme-canigo.com/sit/foire-saint-andre-fmalar066v52v5t7/,pendent,2026-08-20T12:00:00Z
