id,nom_original,llengua_nom_original,nom_altra_llengua,data_inici,dia_setmana_inici,data_fi,hora_inici,hora_fi,lloc,adreca,municipi,zona_cerca,comarca,categoria,llengua_esdeveniment,descripcio_original,llengua_descripcio,url_cartell,organitzador,preu,url_reserva,url_font,data_publicacio_font,data_acces,citacio_literal,confirmacio_2026,estat_vitalitat,nivell_confianca,clau_dedup,motiu_null
2026-10-03-tast-vins-dinar-casa-macia-prats-mollo,Tast de vins i dinar per la Casa Macià,ca,null,2026-10-03,dissabte,2026-10-03,12:00,null,Casa Macià (Vil·la Denise),"La Boixeda, 66230 Prats de Molló",Prats-de-Mollo-la-Preste,Vallespir,Vallespir,gastronomy,ca,"Més que un àpat i molt més que un tast de vins: sensacions, aromes, sabors, matisos, històries, descobertes i bones converses.

Amb tot el sentit i més enllà dels sentits.",ca,null,Associació Amics de la Casa Macià,40 €,mailto:amicscasamacia@gmail.com,https://www.casamacia.cat/tast-de-vins-i-dinar-per-la-casa-macia/,2026-08-05,2026-08-19,"Dissabte 3 d’octubre a les 12:00 h a Casa Macià, Prats de Molló

Places limitades, preu 40€, cal reservar fent un mail a amicscasamacia@gmail.com","The organiser’s public Catalan event page, posted 2026-08-05 at https://www.casamacia.cat/tast-de-vins-i-dinar-per-la-casa-macia/, explicitly gives Saturday 3 October at 12:00 at Casa Macià, Prats de Molló, 40 € and required email reservation. The live Casa Macià home page repeats the dated title. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: target searches for anul·lat/ajornat/cancel·lació returned no cancellation, postponement, relocation or sold-out notice, and the active organiser page still states places are limited with a current email-reservation route. Required later recheck applies.",A,2026-10-03-prats-mollo-tast-vins-dinar,"{""address_precision"": ""organiser website identifies Casa Macià/Vil·la Denise at La Boixeda, Prats de Molló but does not give the tasting page a specific street number"", ""hora_fi"": ""organiser page provides only the 12:00 start time"", ""nom_altra_llengua"": ""no sourced published French alternative title was found"", ""url_cartell"": ""no direct dated event poster was exposed on the organiser page""}"
2026-10-04-fete-du-champignon-villefranche-de-conflent,FÊTE DU CHAMPIGNON,fr,null,2026-10-04,dimanche,2026-10-04,10:00,null,Villefranche-de-Conflent,66500 Villefranche-de-Conflent,Villefranche-de-Conflent,Conflent,Conflent,gastronomy,null,"Rendez-vous le 4 octobre 2026 à Villefranche-de-Conflent pour la Fête du Champignon : expositions, découverte des plantes, vente et menus gourmands autour des champignons vous attendent dans une ambiance conviviale.",fr,null,null,null,null,https://www.tourisme-canigo.com/agenda/fete-du-champignon-fmalar066v52tz1u/,null,2026-08-19,"FÊTE DU CHAMPIGNON

Rendez-vous le 4 octobre 2026 à Villefranche-de-Conflent pour la Fête du Champignon : expositions, découverte des plantes, vente et menus gourmands autour des champignons vous attendent dans une ambiance conviviale.

* dimanche 04 octobre 2026
  
  à partir de
  10h00

FÊTE DU CHAMPIGNON
66500 VILLEFRANCHE-DE-CONFLENT",The official Conflent Canigó specific event page expressly says “Rendez-vous le 4 octobre 2026” and gives “dimanche 04 octobre 2026” from 10h00; it shows no publication or last-update date and was accessed 2026-08-19.,"confirmat — liveness checked 2026-08-19: the official Conflent Canigó page and a current 2026 local-agenda listing show the 4 October date; targeted searches for annulée and reportée found no cancellation, postponement, relocation or closure notice.",B,2026-10-04-villefranche-de-conflent-fete-du-champignon,"{""data_publicacio_font"": ""official event page shows no publication or last-update date"", ""hora_fi"": ""official event page publishes only “à partir de 10h00”, not an end time"", ""llengua_esdeveniment"": ""official source does not state the language of activities or presentations"", ""nom_altra_llengua"": ""no sourced published Catalan translation found"", ""organitzador"": ""official source publishes no organising body"", ""preu"": ""official source publishes no price or gratuity statement"", ""url_cartell"": ""no direct dated event-poster URL was exposed on the official tourism listing"", ""url_reserva"": ""official source publishes no booking or information URL beyond its event page"", ""venue_precision"": ""official source gives the municipality/postal address only, not a named street venue""}"
2026-10-07-de-autre-cote-livre-vivant-thuir,LE LIVRE VIVANT EN BALADE — « De l’autre côté »,fr,null,2026-10-07,mercredi,2026-10-07,10:00,null,Médiathèque Municipale,"7 Impasse Violet, 66300 Thuir",Thuir / Tuïr,Rosselló,Rosselló,children's activity,ca+fr,"Des spectacles jeune public gratuits  
dans 17 communes !  
Le Livre Vivant lance sa tournée dans les Pyrénées-Orientales !  
Après la Fête du Livre Vivant, le 28 juin dans le Parc Palauda à Thuir , il part maintenant « en balade » sur tout le territoire.  
De septembre à décembre, les créations présentées vous donnent rendez-vous dans les médiathèques de 17 communes, toujours gratuitement.  
Théâtre, musique, danse, conte : ici, les livres s’ouvrent et s’animent, en français et en catalan, pour aller à la rencontre de tous les publics.  
« De l’autre côté », Cie Les Mains blanches Danse Cirque musique  
Thuir – Médiathèque- Mercredi 7 octobre – 10h",fr,null,Médiathèque départementale Claude Simon / Département des Pyrénées-Orientales,gratuit,null,https://www.ledepartement66.fr/agenda/livre-vivant-en-balade/,null — Department programme page shows no publication/update date,2026-08-19,"« De l’autre côté », Cie Les Mains blanches Danse Cirque musique

Thuir – Médiathèque- Mercredi 7 octobre – 10h

Entrée gratuite - Entrada gratuïta","The current Department of Pyrénées-Orientales organiser programme explicitly lists the Wednesday 7 October Thuir mediathèque session at 10:00 and free admission. Official Aspres-Thuir Tourism independently confirms `Dates 7 octobre 2026 de 10:00`, `7 IMPASSE VIOLET, 66300 THUIR`, the same company/session and the Department link: https://aspres-thuir.com/evenement/le-livre-vivant-en-balade/. Sources accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: current Department and official tourism pages remain live; French/Catalan cancellation and postponement queries returned no status exception.,A,2026-10-07-thuir-livre-vivant-autre,"{""data_publicacio_font"": ""Department programme page shows no publication/update date"", ""hora_fi"": ""organiser and tourism source publish start time only"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""url_cartell"": ""no direct dated Thuir-session poster was exposed by Department or official tourism source"", ""url_reserva"": ""official source states free access but publishes no booking URL""}"
2026-10-07-vendanges-en-fete-banyuls,VENDANGES EN FÊTE,fr,null,2026-10-07,mercredi,2026-10-11,null,null,null,null,Banyuls-sur-Mer / Banyuls de la Marenda,Rosselló,Rosselló,food & drink,null,"Partez à la découverte du vignoble du Cru Banyuls & Collioure et de ses vignerons. Dégustations, palais des terroirs, animations musicales, visites de caves, atelier du goût, atelier des 4 saveurs, village vigneron, expositions, cinéma, théâtre, repas vigneron…",fr,null,Ville de Banyuls-sur-Mer / Office de Tourisme de Banyuls-sur-Mer,null,https://www.vendangesenfete.fr/programme-de-la-fete/,https://www.vendangesenfete.fr/,null — organiser page shows no publication/update date,2026-08-19,"DU 7 AU 11 OCTOBRE 2026

Partez à la découverte du vignoble du Cru Banyuls & Collioure et de ses vignerons. Dégustations, palais des terroirs, animations musicales, visites de caves, atelier du goût, atelier des 4 saveurs, village vigneron, expositions, cinéma, théâtre, repas vigneron…","The current Vendanges en Fête organiser page explicitly confirms 7–11 October 2026 and identifies Banyuls Tourism/City contact. The official municipal Banyuls page independently carries `Vendanges en Fête : infos pratiques et programme du 07 au 11 octobre 2026` and calls it `Une fête 100% d’aquí (= ici, en catalan)`. The organiser programme page confirms the same date range but is explicitly `Programme 2026 (en cours de construction)`. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: organiser and municipal pages remain live, and French/Catalan cancellation and postponement queries returned no festival-wide status exception. Detailed programme is not yet final.",A,2026-10-07-banyuls-vendanges-fete,"{""adreca"": ""festival components are town-wide and current 2026 programme is unfinished; no single primary address is published"", ""data_publicacio_font"": ""organiser page shows no publication/update date"", ""hora_fi"": ""current organiser/municipal festival pages publish no festival-wide closing time"", ""hora_inici"": ""current organiser/municipal festival pages publish no festival-wide opening time"", ""llengua_esdeveniment"": ""municipal contextual copy references Catalan but does not state the programming language(s)"", ""lloc"": ""festival components are town-wide and current 2026 programme is unfinished; no single primary festival venue is published"", ""nom_altra_llengua"": ""municipal source uses Catalan expression `d’aquí` in contextual copy but no published full Catalan festival-title version was recovered"", ""preu"": ""current 2026 programme page does not publish an event-wide tariff; stale 2025 booking links are not used"", ""programme_caveat"": ""organiser page explicitly says `Programme 2026 (en cours de construction)`; individual sessions, venues, prices and bookings are not inferred"", ""url_cartell"": ""no current 2026 poster URL was exposed; 2025 programme/visual links are deliberately excluded""}"
2026-10-09-art-de-la-restauration-finestret,RENDEZ-VOUS DU PAYS D'ART ET D'HISTOIRE CONFÉRENCE - L'ART DE LA RESTAURATION,fr,null,2026-10-09,vendredi,2026-10-09,18:00,20:00,Salle polyvalente,"1, carrer del Graons, 66320 Finestret",Finestret,Conflent,Conflent,conference/talk,null,"L'architecte Caroline Serra pose un regard expert sur le bâti du Conflent : matériaux, techniques et typologies locales. Une rencontre pour mieux comprendre les enjeux actuels de la conservation du patrimoine architectural et la transmission des savoir-faire.  
Réservation obligatoire : 04 68 05 60 55.",fr,null,Pays d'art et d'histoire Conflent Canigó,null,https://www.tourisme-canigo.com/pays-dart-et-dhistoire-conflent-canigo/,https://www.tourisme-canigo.com/agenda/rendez-vous-du-pays-dart-et-dhistoire-conference-lart-de-la-restauration-fmalar066v52ybxr/,null,2026-08-19,"RENDEZ-VOUS DU PAYS D'ART ET D'HISTOIRE CONFÉRENCE - L'ART DE LA RESTAURATION

L'architecte Caroline Serra pose un regard expert sur le bâti du Conflent : matériaux, techniques et typologies locales. Une rencontre pour mieux comprendre les enjeux actuels de la conservation du patrimoine architectural et la transmission des savoir-faire.  
Réservation obligatoire : 04 68 05 60 55.

* vendredi 09 octobre 2026
  
  de
  18h00
  à 20h00

Organisateur : Pays d'art et d'histoire Conflent Canigó
Salle polyvalente
1, carrer del Graons
66320 FINESTRET",The official Conflent Canigó event page expressly lists “vendredi 09 octobre 2026” from 18h00 to 20h00 with the organiser and full address; it shows no publication/update date and was accessed 2026-08-19. A 2026 search result from the current Visit Canigó mirror independently lists the 9 October 2026 date and compulsory-reservation phone number.,"confirmat — liveness checked 2026-08-19: the official Conflent Canigó event page and current Visit Canigó mirror show the 9 October 2026 event; targeted searches for annulée and reportée found no cancellation, postponement, relocation or closure notice.",A,2026-10-09-finestret-rendez-vous-pays-art,"{""data_publicacio_font"": ""official event page shows no publication or last-update date"", ""llengua_esdeveniment"": ""official source does not state the language in which the conference is delivered"", ""nom_altra_llengua"": ""no sourced published Catalan translation found"", ""preu"": ""official source publishes no price or gratuity statement"", ""url_cartell"": ""no direct dated event-poster URL was exposed on the official tourism page"", ""url_reserva"": ""listed as the organiser information page because the official event page requires reservation by telephone (04 68 05 60 55) and provides no transactional booking URL""}"
2026-10-10-gioia-paalada,GIOIA,fr,null,2026-10-10,samedi,2026-10-10,18:00,19:00,Église de Saint Martin de Palaldà,"Place de la Nation, Amélie-les-Bains, Palalda","Palaldà / Palalda, Amélie-les-Bains-Palalda",Vallespir,Vallespir,music,null,"Depuis des siècles, la musique, en tant qu'expression artistique de premier ordre, se voit attribuer le pouvoir de susciter des émotions profondes. Ce pouvoir a été largement étudié et théorisé par de nombreux auteurs et compositeurs, philosophes et poètes, allant de René Descartes, avec son œuvre Les Passions de l'Âme (1649), à Johann Mattheson avec Der vollkommene Capellmeister (1739).

De ces réflexions est née la « teoria degli affetti », qui identifiait diverses passions structurées principalement autour de deux facteurs : l'activité ou l'inactivité des esprits vitaux et la notion de plaisir par opposition à la douleur.

Parmi les passions primaires citées par Descartes, la joie est une émotion active et agréable. Émotion vitale et positive, elle a été exprimée par de nombreux compositeurs de diverses nations. De Joseph Bodin de Boismortier, à la mélodie fine et mémorable, au Napolitain Francesco Provenzale, qui réalise une parodie pleine d'humour d'une autre cantate contemporaine exagérément pompeuse (œuvre du Napolitain Luigi Rossi également), en passant par Giovanni Battista Bassani avec sa cantate Il musico svagliato, entre autres.

Un programme hommage à la joie de vivre qui vise à toucher l’auditeur comme un remède vital. Plus que jamais, l’auditeur ne restera pas indifférent",fr,null,Festival Vallespir Barroc / BARROC.CAT,"Plein tarif 15,00 €; adhérent 10,00 €; deuxième personne du couple 12,00 €; à partir du deuxième concert 12,00 € sous condition publiée; demandeur d'emploi ou étudiant majeur 10,00 €; moins de 18 ans, bénévole, invité gratuit.",https://barroc-cat.assoconnect.com/collect/description/729235-r-concert-timothe-bougon-avec-ensemble-astrolabi,https://www.vallespirbarroc.fr/copie-de-copie-de-copie-de-la-fenice-avenire,null,2026-08-19,"Samedi 10 octobre 2026 à 18h
Église de Saint Martin de Palaldà (Place de la Nation, Amélie-les-Bains, Palalda)","Organiser: Festival Vallespir Barroc, Édition 2026 page (page shows no publication date), accessed 2026-08-19. Independent municipal confirmation: Amélie-les-Bains post published 2026-08-11 stating 'Retrouvez toutes les informations et le programme complet sur le site de l’édition 2026 du Festival Vallespir Barroc'.","confirmat — liveness checked 2026-08-19: organiser event page and active BARROC.CAT booking route show no annulé, reporté, complet or déplacé notice; the published sales period remains open.",A,2026-10-10-paalada-gioia,"{""data_publicacio_font"": ""organiser event page shows no publication or last-update date"", ""llengua_esdeveniment"": ""source does not state the language in which the performance is held"", ""nom_altra_llengua"": ""no sourced published Catalan translation"", ""url_cartell"": ""no dated event-specific poster on organiser page, municipal announcement or booking page; the organiser page image is an ensemble photograph rather than a dated event poster""}"
2026-10-10-marche-nordique-rando-sante-saint-jean-pla-de-corts,JOURNÉE MARCHE NORDIQUE ET RANDO SANTÉ,fr,null,2026-10-10,samedi,2026-10-10,null,null,Saint-Jean-Pla-de-Corts,null,Saint-Jean-Pla-de-Corts / Sant Joan la Pla de Corts,Vallespir,Vallespir,sport and wellbeing,null,Journée de Marche Nordique et de la Rando Santé. Les conditions météorologiques nous ont obligées à reporter cette manifestation. Elle est reprogrammée le 10 Octobre 2026 à St Jean de Pla de Corts.,fr,https://cdrp66.fr/wp-content/uploads/2026/06/Affiche-MN-RS-2026.jpg,Comité FFRandonnée Pyrénées-Orientales,null,null,https://cdrp66.fr/journee-marche-nordique-et-rando-sante-27-06-2026-villeneuve-de-la-raho/,2026-04-27 — organiser’s current À la une listing date,2026-08-19,"Les conditions météorologiques nous ont obligées à reporter cette manifestation.

Elle est reprogrammée le 10 Octobre 2026 à St Jean de Pla de Corts.",The Comité FFRandonnée Pyrénées-Orientales current organiser page explicitly confirms that weather forced postponement and that the event is reprogrammed for Saturday 10 October 2026 in Saint-Jean-Pla-de-Corts. The organiser’s À la une page lists the item with 27 April 2026 publication date. Its attached front poster is for the superseded 27 June Villeneuve-de-la-Raho occurrence; it is retained only as an organiser-published image asset and never used to transfer original time/place/programme to the new date. Source accessed 2026-08-19.,"confirmat — current organiser page is itself the reprogramming notice, accessed 2026-08-19; French/Catalan cancellation, postponement, closure and time-change queries returned no later 10 October-specific status exception.",A,2026-10-10-saint-jean-pla-de-corts-marche-nordique-rando,"{""adreca"": ""reprogramming notice names Saint-Jean-Pla-de-Corts but no precise site"", ""hora_fi"": ""reprogramming notice gives date and town only; original 27 June poster time cannot be transferred"", ""hora_inici"": ""reprogramming notice gives date and town only; original 27 June poster time cannot be transferred"", ""llengua_esdeveniment"": ""source does not state language(s) used in activity"", ""nom_altra_llengua"": ""no verified published Catalan title recovered"", ""poster_schedule_limit"": ""direct poster URL visibly advertises superseded 27 June 2026 Villeneuve-de-la-Raho schedule; it is linked only as current source asset with non-transfer note"", ""preu"": ""reprogramming notice provides no price; original poster does not publish a fee for the reprogrammed occurrence"", ""url_reserva"": ""no revised 10 October registration URL is published""}"
2026-10-10-trobada-etoilee-des-balcons-nors-arboussols,NATURE ET PATRIMOINE 2026 : TROBADA ÉTOILÉE DES BALCONS NORS,fr,null,2026-10-10,samedi,2026-10-10,19:00,01:00,Église Sainte-Eulalie,66320 Arboussols,Arboussols,Conflent,Conflent,other,null,"Tout au long de l’année, le Syndicat Mixte Canigo Grand Site propose un programme d’animations varié, pensé pour tous les publics : sorties nature, découvertes du patrimoine, rencontres et moments de partage.  
  
Que vous soyez curieux, passionné ou simplement en quête d’une activité conviviale, nos rendez-vous sont l’occasion idéale de découvrir le territoire autrement, dans une ambiance chaleureuse et accessible à tous.  
  
Le 10 octobre : Rendez-vous à l'église Sainte-Eulalie pour une repas partagé suivi d'une soirée astronomie animée par des passionnés. Prévoir repas, vêtement chaud et lampe torche. Réservation au 06 45 83 48 55.",fr,null,Syndicat Mixte Canigo Grand Site,null,null,https://www.tourisme-canigo.com/agenda/nature-et-patrimoine-2026-trobada-etoilee-des-balcons-nors-fmalar066v52vuyu/,null,2026-08-19,"NATURE ET PATRIMOINE 2026 : TROBADA ÉTOILÉE DES BALCONS NORS

Le 10 octobre : Rendez-vous à l'église Sainte-Eulalie pour une repas partagé suivi d'une soirée astronomie animée par des passionnés. Prévoir repas, vêtement chaud et lampe torche. Réservation au 06 45 83 48 55.

* samedi 10 octobre 2026
  
  de
  19h00
  à 01h00

NATURE ET PATRIMOINE 2026 : TROBADA ÉTOILÉE DES BALCONS NORS
66320 ARBOUSSOLS",The official Conflent Canigó page expressly lists “samedi 10 octobre 2026” from 19h00 to 01h00; it shows no publication/update date and was accessed 2026-08-19. The official regional tourism listing independently exposes the same 10 October 2026 date and reservation number.,"confirmat — liveness checked 2026-08-19: official Conflent Canigó and regional tourism listings display the event; targeted searches for annulée and reportée found no cancellation, postponement, relocation or closure notice.",A,2026-10-10-arboussols-trobada-etoilee-des,"{""data_publicacio_font"": ""official event page shows no publication or last-update date"", ""llengua_esdeveniment"": ""official source does not state the language of the astronomy activity"", ""nom_altra_llengua"": ""no sourced published Catalan translation found"", ""preu"": ""official source publishes no price or gratuity statement"", ""street_address"": ""official source names Église Sainte-Eulalie and municipality but supplies no street address"", ""url_cartell"": ""no direct dated event-poster URL was exposed on the official tourism page"", ""url_reserva"": ""official source gives compulsory reservation by telephone only (06 45 83 48 55), with no booking URL""}"
2026-10-10-trumfesta-run-matemale,TRUMFESTA' RUN,fr,null,2026-10-10,samedi,2026-10-10,16:00,null,Place de la mairie,"Place de la Mairie, 66210 Matemale",Matemale,Capcir,Capcir,sport-as-tradition,fr,"🥔 TRUMFESTA RUN 🥔  
📍 Matemale place de la mairie  
📅 Samedi 10 octobre 2026  
🕓 Départ à 16h

La course la plus décalée de l’année débarque à Matemale pendant la Fête de la Patate organisée par L'Association Les Pieds sur Terre! 🔥

Au programme : une course atypique de 7 km (environ) autour du village, dans la joie et la bonne humeur, pour valoriser le terroir et soutenir les agriculteurs locaux ❤️",fr,https://matemale.fr/wp-content/uploads/formidable/12/Trumfesta-run.jpg,Association Les Pieds sur Terre,null,https://new.sportsnconnect.com/client/events/4qcxw2QvQp1w4exoin9YfZ-trumfesta-run,https://www.instagram.com/p/DZP6M00DKuL/,2026-06-06,2026-08-19,"fetedelapatatematemale 10w

Trumfesta’run samedi 10 octobre 2026 Fête de la patate Matemale À vis inscription !!

June 6","The dated organiser-account post at https://www.instagram.com/p/DZP6M00DKuL/ was published 2026-06-06 and explicitly says “Trumfesta’run samedi 10 octobre 2026 Fête de la patate Matemale”. The primary Matemale tourism/municipal page at https://matemale.fr/ links a direct event poster reading “Fête de la Patate Matemale — Trumfesta Run — Samedi 10 Octobre 2026 — 1ère édition”, and its current event card says “Trumfesta run (fête de la patate) — Samedi 10 octobre — Matemale”. The booking platform is a cross-check only; it supplies the 16:00 start, Place de la mairie, approximate 7 km course, and association name. All sources were accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: current municipal tourism card, direct official poster, dated organiser-account post and active registration page each show 10 October 2026; targeted annulée/reportée searches found no cancellation, postponement, relocation or sold-out notice. A misleading search-result phrase about a Pass Culture cancellation was opened and found not to be present in the organiser post.",A,2026-10-10-matemale-trumfesta-run,"{""data_publicacio_municipal_source"": ""the current municipal tourism page linking the poster has no publication or last-update date; the dated organiser post is used as the specific source URL"", ""hora_fi"": ""current municipal card, dated organiser post, official poster and registration page publish the 16:00 start but no end time"", ""language_scope"": ""event language marked fr because all published organiser, municipal and registration material retrieved is French; no explicit language declaration appears"", ""nom_altra_llengua"": ""no sourced published Catalan translation found"", ""preu"": ""no fee appears in the current official municipal card, official poster, dated organiser post or retrieved registration text"", ""source_structure"": ""the municipal evidence is a current homepage event card plus direct poster rather than a dedicated event webpage; the specific dated organiser post is retained in url_font to meet the event-level URL and publication-date requirement""}"
2026-10-11-orgue-eclats-arles-sur-tech,Concert d’Orgue — « L’orgue dans tous ses éclats »,fr,null,2026-10-11,dimanche,2026-10-11,17:00,18:30,Abbaye Sainte-Marie,"Voie Communale Valls Jean Baptiste Barja, 66150 Arles-sur-Tech",Arles-sur-Tech,Vallespir,Vallespir,music,null,"« L’orgue dans tous ses éclats » : Suzan WOODSON, orgue",fr,null,Les Amis de l'Orgue,Entrée gratuite,null,https://www.tourisme-pyreneesorientales.com/agenda/concert-dorgue-arles-sur-tech-fr-6228266/,null — official page exposes no visible publication/update date,2026-08-19,"Dimanche 11 octobre de 17:00 à 18:30

« L’orgue dans tous ses éclats » : Suzan WOODSON, orgue

Entrée gratuite","The official departmental tourism page at https://www.tourisme-pyreneesorientales.com/agenda/concert-dorgue-arles-sur-tech-fr-6228266/ explicitly gives Sunday 11 October 2026 17:00–18:30, the exact title, performer, free entry and address. The municipality-linked IntraMuros detail at https://www.intramuros.org/arles-sur-tech/agenda/843485 independently gives the same 11 October date, 17:00, Abbaye Sainte-Marie, performer and Les Amis de l’Orgue organiser. Sources accessed 2026-08-19.","confirmat — liveness checked 2026-08-19: official departmental tourism and municipality-linked agenda agree, and targeted annulé searches found no cancellation, postponement, relocation or sold-out notice.",A,2026-10-11-arles-tech-orgue-eclats,"{""data_publicacio_font"": ""official departmental page displays no visible publication/update date"", ""llengua_esdeveniment"": ""sources do not explicitly declare the concert-language field"", ""nom_altra_llengua"": ""no sourced published Catalan title version found"", ""url_cartell"": ""official source exposes a generic concert image but no direct original asset URL was recovered"", ""url_reserva"": ""current sources expose no booking URL""}"
2026-10-14-jeux-societe-ille-sur-tet,JEUX DE SOCIETE,fr,null,2026-10-14,mercredi,2026-10-14,15:00,17:00,Médiathèque d'Ille sur Têt,"5 Rue de l'Égalité, 66130 Ille-sur-Têt",Ille-sur-Têt / Illa,Rosselló,Rosselló,other,null,"Venez nombreux à la médiathèque d'Ille sur Têt pour partager un après midi autour des jeux de société.  
Tout Public.  
Gratuit.  
  
Le MERCREDI 14 OCTOBRE de 15h à 17h.",fr,null,null,gratuit,null,https://www.tourisme-roussillon-conflent.fr/destinations/fetes-et-manifestations/jeux-de-societe-12/,null — official tourism detail shows no publication/update date,2026-08-19,"Venez nombreux à la médiathèque d'Ille sur Têt pour partager un après midi autour des jeux de société.
Tout Public.
Gratuit.

Le MERCREDI 14 OCTOBRE de 15h à 17h.

5 rue de l'Egalité 66130 ILLE-SUR-TET","The official Roussillon-Conflent Tourism agenda card explicitly dates this distinct record 14/10/2026 at Ille-sur-Têt; the current detail specifies Wednesday 14 October, 15:00–17:00, 5 rue de l’Égalité and free admission. Source accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: current official tourism agenda/detail remain live; French/Catalan cancellation and postponement searches returned no status exception.,B,2026-10-14-ille-sur-tet-jeux-societe,"{""data_publicacio_font"": ""official tourism detail shows no publication/update date"", ""llengua_esdeveniment"": ""source does not state activity language(s)"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""organitzador"": ""official tourism source lists a venue telephone but no organiser"", ""session_modelling"": ""separate row because official tourism publishes a separate individual date page and no recurrence rule or confirmed November date"", ""url_cartell"": ""no direct dated poster or event image was exposed"", ""url_reserva"": ""source provides no booking URL"", ""year_evidence"": ""detail states only weekday/month; its current official parent agenda card supplies the explicit 14/10/2026 year confirmation""}"
2026-10-18-journees-medievales-belesta,JOURNÉES MÉDIÉVALES,fr,null,2026-10-18,dimanche,2026-10-18,null,null,Château-Musée de Bélesta,"5 Rue du Château, 66720 Bélesta",Bélesta,Fenolleda,Rosselló,heritage & tradition,null,"Le Château-Musée de Bélesta fête les Journées médiévales : chants, spectacles médiévaux et conférence sur les Troubadours Roussillonnais par l’historien Michel Adroher.",fr,null,Château-Musée de Bélesta,null,null,https://www.agly-tourisme.com/agenda/journees-medievales/,null,2026-08-19,"JOURNÉES MÉDIÉVALES

18 Oct 2026

Musée Bélesta

Le Château-Musée de Bélesta fête les Journées médiévales : chants, spectacles médiévaux et conférence sur les Troubadours Roussillonnais par l’historien Michel Adroher.

5 Rue du Château 66720 BELESTA","The official Agly Tourism event detail page expressly gives “18 Oct 2026” and the official Roussillon Conflent listing independently gives “18/10/2026 | BELESTA”; both accessed 2026-08-19 and show no publication/update date. A secondary related-card element on the Agly page showed 17 October, treated as a stale listing conflict because both direct/current listings agree on 18 October.","confirmat — liveness checked 2026-08-19: the official Agly Tourism and Roussillon Conflent pages display the 18 October 2026 event and targeted searches found no annulée, reportée, fermeture or déplacée notice.",A,2026-10-18-belesta-journees-medievales,"{""data_publicacio_font"": ""official Agly Tourism and Roussillon Conflent event pages show no publication or last-update date"", ""date_conflict"": ""A related-card element on Agly Tourism says 17 October 2026, but its own specific event page and an independent official Roussillon Conflent listing both say 18 October 2026; 18 October is retained with the conflict documented."", ""hora_fi"": ""official Agly Tourism and Roussillon Conflent event pages do not publish an end time"", ""hora_inici"": ""official Agly Tourism and Roussillon Conflent event pages do not publish a start time"", ""llengua_esdeveniment"": ""official sources do not state the language in which the conference and performances are held"", ""nom_altra_llengua"": ""no sourced published Catalan translation"", ""preu"": ""official event pages publish no price or gratuity statement"", ""url_cartell"": ""official event pages expose only a generic/undownloadable event-photo reference, not a direct dated event-poster URL"", ""url_reserva"": ""official event pages publish no booking URL""}"
2026-10-19-aperitifs-vignerons-banyuls,"APERITIFS VIGNERONS (chaque lundi, 19–26 octobre)",fr,null,2026-10-19,lundi,2026-10-26,18:00,null,null,null,Banyuls-sur-Mer / Banyuls de la Marenda,Rosselló,Rosselló,food & drink,null,"Visite et dégustation animées par le producteur.
RDV à 18H00
Inscription obligatoire au plus tard la veille auprès de l’Office de Tourisme au 04.68.88.31.58

Lundi 19 octobre 2026 : Domaine Berta-Maillol
Lundi 26 octobre 2026 : Olivier Borrat + Coulcher-Voisine",fr,null,Office de Tourisme de Banyuls-sur-Mer / producteurs participants,"10,00 €",null,https://www.banyuls-sur-mer.com/offres/aperitifs-vignerons-banyuls-sur-mer-fr-3141282/,null — official tourism page shows no publication/update date,2026-08-19,"Chaque lundi du 19 octobre 2026 au 26 octobre 2026
18:00

Lundi 19 octobre 2026 : Domaine Berta-Maillol
Lundi 26 octobre 2026 : Olivier Borrat + Coulcher-Voisine

Plein tarif — 10,00 €","The current official Banyuls Tourism detail explicitly publishes the Monday 19–26 October 2026 18:00 recurrence, €10 tariff and both participating producer/date pairs. It does not publish a 12 October occurrence, so the two October rows remain separated. Source accessed 2026-08-19.",confirmat — liveness checked 2026-08-19: the official tourism detail and current target-month agenda remain live; French/Catalan cancellation and postponement queries returned no series-wide status exception.,A,2026-10-19-banyuls-aperitifs-vignerons,"{""adreca"": ""official source provides municipality/map coordinates but no specific per-date address"", ""data_publicacio_font"": ""official tourism page shows no publication/update date"", ""hora_fi"": ""official source publishes start time only"", ""llengua_esdeveniment"": ""source does not state event language(s)"", ""lloc"": ""official source provides only Banyuls-sur-Mer/map coordinates; hosts vary by date and no individual domain address is supplied"", ""nom_altra_llengua"": ""no sourced published Catalan event-title version recovered"", ""recurrence"": ""separate row covers only explicitly published 19 and 26 October Mondays after the unprogrammed 12 October gap"", ""url_cartell"": ""official page exposes a generic autumn photograph, not a direct dated poster"", ""url_reserva"": ""registration is by telephone, with no online booking URL""}"
